page,stt,ma_so,nhom,ten_mon_an,ten_mon_an_en,nang_luong_kcal,chat_dam_g,chat_beo_g,chat_bot_duong_g,vitamin_a_mcg,beta_carotene_mcg,vitamin_c_mg,calcium_mg,iron_mg,zinc_mg,sodium_mg,cholesterol_mg,magnesium_mg,transfat_mg
43,13,HAN-121010,"Chè, các loại giải khát",Nước ép dưa hấu,Watermelon juice,85.1,5.7,1.0,13.4,176.1,1926.3,33.5,,,,21.5,,,
43,14,HAN-121013,"Chè, các loại giải khát",Nước ép chanh leo,Passion fruit juice,67.3,0.7,0.2,15.7,19.3,224.0,9.0,,,,8.4,,,
43,15,HAN-122024,"Chè, các loại giải khát",Nước ép cam (size l),Orange juice (large size),176.8,3.4,,40.8,29.4,109.9,151.6,,,,13.3,,,
44,1,HAN-122036,Các loại bánh,Bánh trôi tàu,Sweet glutinous rice dumplings in syrup,354.8,8.0,7.2,64.5,0.3,3.7,0.6,,,,5.9,,,
44,2,HAN-121045,Các loại bánh,Bánh tráng trộn,Mixed rice paper salad,436.7,12.6,14.4,63.6,13.3,158.9,26.7,,,,55.2,,,
44,3,HAN-123041,Các loại bánh,Bánh tiêu,Hollow fried doughnut,199.6,2.9,11.9,20.4,,0.3,0.4,,,,36.4,,,
44,4,HAN-122052,Các loại bánh,Bánh tẻ,Savory steamed rice cake,336.4,13.7,9.8,48.4,1.1,1.3,0.5,,,,364.8,33.8,,
44,5,HAN-122033,Các loại bánh,Bánh rán vừng,Sesame fried cake,1042.0,17.1,57.8,113.3,0.8,9.0,1.0,,,,12.2,3.2,,
44,6,HAN-121056,Các loại bánh,Bánh rán vừng (5 cái),Sesame fried cakes (5 pieces),508.6,8.3,28.1,55.6,0.3,3.5,0.4,,,,4.7,1.3,,
44,7,HAN-123042,Các loại bánh,Bánh rán ngọt,Sweet fried cake,250.9,3.6,0.4,58.4,,0.3,,,,,1.3,,,
44,8,HAN-121054,Các loại bánh,Bánh rán mật (5 cái),Molasses-fried cakes (5 pieces),297.6,4.6,14.0,38.3,0.2,2.5,0.2,,,,88.4,,,
44,9,HAN-122034,Các loại bánh,Bánh rán mật,Molasses-fried cake,691.0,10.7,32.5,88.9,0.7,,,,,,290.3,,,
44,10,HAN-121004,Các loại bánh,Bánh rán mặn,Savory fried cake,406.1,9.3,20.0,47.3,37.2,362.5,19.4,,,,632.6,,,
44,11,HAN-121055,Các loại bánh,Bánh rán đường (5 cái),Sugar-coated fried cakes (5 pieces),325.9,5.1,15.3,41.9,0.2,2.7,0.2,,,,96.8,,,
44,12,HAN-122032,Các loại bánh,Bánh rán đường,Sugar-coated fried cake,680.0,10.5,32.0,87.5,0.6,7.1,0.6,,,,252.4,,,
44,13,HAN-121050,Các loại bánh,Bánh quẩy,Fried dough sticks,100.4,2.4,3.2,15.4,,,,,,,,,,
44,14,HAN-122040,Các loại bánh,Bánh nếp,Glutinous rice cake,282.9,8.0,3.7,54.3,0.4,2.9,0.4,,,,99.4,5.4,,
44,15,HAN-122007,Các loại bánh,Bánh mỳ thập cẩm,Mixed sandwich,541.4,22.8,30.3,44.5,400.5,494.3,25.2,,,,206.5,86.5,,
45,1,HAN-121030,Các loại bánh,Bánh mỳ que,Breadstick,478.0,5.6,42.1,19.1,373.4,670.7,24.1,,,,253.4,42.0,,
45,2,HAN-122065,Các loại bánh,Bánh mỳ giò chả,Bread with pork sausage,337.1,10.4,19.0,31.1,3.3,40.0,1.5,,,,142.9,14.0,,
45,3,HAN-123019,Các loại bánh,Bánh mỳ bate trứng,Bread with pâté and egg,415.8,17.6,20.9,39.5,914.2,2223.6,9.8,,,,944.7,79.5,,
45,4,HAN-123021,Các loại bánh,Bánh mỳ,Bread,125.0,4.0,0.4,26.4,,,,,,,,,,
45,5,HAN-122030,Các loại bánh,Bánh giò,Pyramid rice dumpling,325.5,15.0,11.1,41.3,85.4,4.2,0.4,,,,348.4,265.5,,
45,6,HAN-121042,Các loại bánh,Bánh gối 3 cái,Three fried pillow cakes,573.8,16.1,25.3,70.4,103.5,804.8,17.0,,,,352.2,100.0,,
45,7,HAN-122048,Các loại bánh,Bánh gai,Black sticky rice cake,175.4,3.3,1.8,36.6,,,,,,,,,,
45,8,HAN-122053,Các loại bánh,Bánh đúc,Plain rice cake,193.7,4.6,1.2,41.1,,,,,,,,,,
45,9,HAN-122026,Các loại bánh,Bánh đa,Sesame rice cracker,818.1,25.9,7.3,162.2,,,,,,,,,,
45,10,HAN-122039,Các loại bánh,Bánh dày ngọt,Sweet sticky rice cake,374.9,9.6,1.4,81.1,0.3,4.0,0.5,,,,2.7,,,
45,11,HAN-122066,Các loại bánh,Bánh dày giò,Sticky rice cake with pork sausage,290.3,16.6,3.9,47.1,,,,,,,1.9,23.9,,
45,12,HAN-122038,Các loại bánh,Bánh dày,Sticky rice cake,222.7,7.0,1.1,46.1,0.3,3.4,0.5,,,,2.3,,,
45,13,HAN-122042,Các loại bánh,Bánh chưng rán,Fried square sticky rice cake,416.0,15.0,5.5,76.6,1.1,10.2,1.4,,,,126.8,7.4,,
45,14,HAN-123040,Các loại bánh,Bánh chưng rán,Fried square sticky rice cake,374.5,14.3,4.8,68.4,9.3,107.1,7.3,,,,900.2,6.5,,
45,15,HAN-122051,Các loại bánh,Bánh chuối,Banana cake,177.1,2.0,9.5,20.9,2.0,16.2,3.7,,,,11.2,,,
46,1,HAN-122041,Các loại bánh,Bánh chay,Sweet mung bean glutinous rice balls,200.5,2.8,5.6,34.8,0.1,0.9,0.4,,,,4.8,,,
46,2,HAN-123003,Các loại bánh,Bánh cuốn chả,Steamed rice rolls with pork sausage,492.3,26.1,17.3,58.1,1.2,4.9,3.0,,,,6.4,,,
46,3,HAN-121061,Các loại bánh,Bánh cuốn,Steamed rice rolls,572.3,27.5,20.1,70.4,82.9,218.7,28.3,,,,1085.6,178.6,,
46,4,HAN-123045,Các loại bánh,Bánh bột lọc,Tapioca dumplings,366.6,8.6,18.4,41.7,58.8,622.4,9.9,,,,110.5,13.5,,
46,5,HAN-123037,"Bún, cơm, xôi, cháo",Cháo sườn,Pork rib porridge,319.7,14.3,11.1,40.6,29.6,355.6,4.1,,,,153.2,22.9,,
46,6,HAN-123035,"Bún, cơm, xôi, cháo",Cháo trai không quẩy,Clam porridge without fried dough sticks,253.7,12.5,3.1,43.9,153.1,1.2,8.2,,,,99.7,57.8,,
46,7,HAN-121016,"Bún, cơm, xôi, cháo",Cháo trai có quẩy,Clam porridge with fried dough sticks,272.0,9.3,6.2,44.8,69.8,24.8,7.9,,,,45.1,25.5,,
46,8,HAN-123008,"Bún, cơm, xôi, cháo",Cháo đỗ xanh,Mung bean porridge,229.0,6.9,0.9,48.4,0.2,2.2,0.2,,,,920.1,,,
46,9,HAN-121053,"Bún, cơm, xôi, cháo",Cháo đậu đen đường,Black bean sweet porridge,322.0,4.9,0.5,74.4,0.2,,,,,,1.6,,,
46,10,HAN-121035,"Bún, cơm, xôi, cháo",Xôi xéo,Savory sticky rice with mung bean paste,461.4,10.2,9.5,83.7,0.4,4.5,2.4,,,,19.2,4.8,,
46,11,HAN-122068,"Bún, cơm, xôi, cháo",Xôi trắng muối vừng,Plain sticky rice with sesame salt,505.7,12.5,3.5,106.2,,0.3,,,,,200.1,,,
46,12,HAN-121037,"Bún, cơm, xôi, cháo",Xôi lạc vừng,Sticky rice with peanuts and sesame,692.8,20.6,16.2,116.3,0.3,3.3,0.2,,,,788.5,,,
46,13,HAN-122067,"Bún, cơm, xôi, cháo",Xôi khúc,Pandan sticky rice cake,611.0,16.2,16.8,98.8,0.7,8.0,0.9,,,,313.8,9.9,,
46,14,HAN-121038,"Bún, cơm, xôi, cháo",Xôi đỗ xanh,Mung bean sticky rice,603.4,17.2,12.8,104.9,0.8,9.7,1.7,,,,102.1,,,
46,15,HAN-121039,"Bún, cơm, xôi, cháo",Xôi dừa,Coconut sticky rice,596.3,14.5,6.0,121.0,0.1,0.9,,,,,5.5,3.8,,
47,1,HAN-122035,"Bún, cơm, xôi, cháo",Xôi chè,Sweet sticky rice and pudding,803.8,25.6,4.5,165.3,1.2,14.7,2.0,,,,523.2,,,
47,2,HAN-121072,"Bún, cơm, xôi, cháo",Cơm suất 45k,Set meal 45k,925.0,54.9,28.7,111.9,20.7,35.5,25.4,,,,749.9,30.5,,
47,3,HAN-121071,"Bún, cơm, xôi, cháo",Cơm suất 45k,Set meal 45k,686.2,35.9,16.8,97.8,309.3,2150.4,20.9,,,,734.7,566.2,,
47,4,HAN-121070,"Bún, cơm, xôi, cháo",Cơm suất 45k,Set meal 45k,740.4,34.8,17.8,110.2,698.1,7425.9,62.4,,,,780.9,321.3,,
47,5,HAN-121069,"Bún, cơm, xôi, cháo",Cơm suất 40K,Set meal 40k,631.1,30.2,22.6,76.8,53.9,355.2,11.7,,,,774.6,46.7,,
47,6,HAN-121068,"Bún, cơm, xôi, cháo",Cơm suất 40k,Set meal 40k,596.7,32.0,11.2,91.9,14.0,88.8,30.9,,,,636.8,39.3,,
47,7,HAN-121066,"Bún, cơm, xôi, cháo",cơm suất 35k,Set meal 35k,669.7,29.4,16.9,100.0,155.7,,10.2,,,,728.7,245.3,,
47,8,HAN-121063,"Bún, cơm, xôi, cháo",Cơm suất 30k,Set meal 30k,866.2,33.3,22.1,133.5,59.6,9.3,22.4,,,,377.8,78.6,,
47,9,HAN-121062,"Bún, cơm, xôi, cháo",Cơm suất 30k,Set meal 30k,718.8,39.0,18.3,99.4,56.6,530.7,27.0,,,,556.3,48.2,,
47,10,HAN-121018,"Bún, cơm, xôi, cháo",Cơm rang thập cẩm,Mixed fried rice,930.8,39.8,24.5,137.8,133.2,408.0,15.3,,,,3628.7,257.9,,
47,11,HAN-121017,"Bún, cơm, xôi, cháo",cơm rang dưa bò,Fried rice with pickled mustard greens and beef,753.4,36.9,17.1,113.0,123.4,413.0,19.8,,,,2014.6,259.8,,
47,12,HAN-123006,"Bún, cơm, xôi, cháo",cơm bình dân 35k,Affordable set rice meal 35k,595.9,32.0,14.7,83.9,119.8,1268.9,12.4,,,,766.8,36.5,,
47,13,HAN-121074,"Bún, cơm, xôi, cháo",Bún sườn mọc,Pork rib and meatball noodle soup,510.2,25.1,14.5,69.8,47.4,534.0,16.0,,,,826.2,49.0,,
47,14,HAN-123001,"Bún, cơm, xôi, cháo",Bún riêu cua bò giò,Crab noodle soup with beef and pork trotters,515.6,22.1,23.3,54.3,6.9,82.2,3.7,,,,20.5,23.4,,
47,15,HAN-121048,"Bún, cơm, xôi, cháo",Bún riêu,Crab noodle soup,334.5,9.7,8.1,55.8,79.5,889.6,36.4,,,,819.0,4.9,,
48,1,HAP-211103,"Cơm, cháo, xôi",Xôi chè,Sticky rice with sweet soup,404.6,11.0,5.4,78.0,1.3,15.3,1.8,,,,56.1,0.0,,
48,2,HAP-213017,"Cơm, cháo, xôi",Xôi pate thịt,Sticky rice with pâté and meat,849.8,32.3,21.2,132.6,864.4,673.1,30.0,,,,1160.5,85.2,,
48,3,HAP-211083,"Cơm, cháo, xôi",Xôi pate,Sticky rice with pate,771.6,22.2,17.0,132.5,489.7,53.8,4.6,,,,929.8,70.0,,
48,4,HAP-211034,"Cơm, cháo, xôi",Cơm suất 45k,45.000 VNĐ Set meal,922.7,45.4,24.5,130.2,814.2,,,,,,1612.3,107.7,,
48,5,HAP-211033,"Cơm, cháo, xôi",Cơm suất 45k,45.000 VNĐ Set meal,1071.8,53.1,28.4,150.9,167.6,1857.6,31.0,,,,2339.0,122.4,,
48,6,HAP-211032,"Cơm, cháo, xôi",Cơm suất 45k,45.000 VNĐ Set meal,978.7,42.5,28.9,137.3,169.7,1887.8,26.8,,,,1363.2,53.9,,
48,7,HAP-213038,"Cơm, cháo, xôi",Cơm suất 45k,45.000 VNĐ Set meal,952.5,60.7,31.0,107.7,594.9,5276.6,44.7,,,,3276.3,305.4,,
48,8,HAP-213037,"Cơm, cháo, xôi",Cơm suất 45k,45.000 VNĐ Set meal,934.6,50.6,33.7,107.4,613.7,,,,,,3450.1,520.8,,
48,9,HAP-213004,"Cơm, cháo, xôi",Cơm suất 45k,45.000 VNĐ Set meal,967.1,35.1,19.7,162.4,127.3,1268.1,41.9,,,,472.8,37.5,,
48,10,HAP-211031,"Cơm, cháo, xôi",Cơm suất 40k,40.000 VNĐ Set meal,833.4,35.2,21.7,124.3,187.5,2049.4,12.5,,,,1047.8,56.7,,
48,11,HAP-211030,"Cơm, cháo, xôi",Cơm suất 40k,40.000 VNĐ Set meal,704.8,25.2,10.8,126.7,189.0,2127.6,42.1,,,,1045.4,19.4,,
48,12,HAP-211029,"Cơm, cháo, xôi",Cơm suất 40k,40.000 VNĐ Set meal,841.7,43.0,18.6,125.7,244.8,2121.4,13.4,,,,1040.5,76.0,,
48,13,HAP-213039,"Cơm, cháo, xôi",Cơm suất 40k,40.000 VNĐ Set meal,727.4,40.2,29.0,76.4,650.6,6919.7,34.7,,,,3390.1,199.8,,
48,14,HAP-213002,"Cơm, cháo, xôi","Cơm suất (thịt gà, lợn, trứng)","Set meal (chicken, pork belly, and egg)",893.5,48.4,17.4,135.8,245.0,1517.7,37.2,,,,738.5,93.0,,
48,15,HAP-211027,"Cơm, cháo, xôi",Cơm suất 35k,35.000 VNĐ Set meal,888.4,39.8,26.2,123.4,197.3,2099.0,31.8,,,,857.8,60.8,,
49,1,HAP-211028,"Cơm, cháo, xôi","Cơm suất (tôm, ốc, thịt gà)","Set meal (shrimp, snail, and chicken)",970.3,64.9,21.8,128.6,312.9,1774.4,19.1,,,,946.0,274.9,,
49,2,HAP-213041,"Cơm, cháo, xôi",Cơm suất 35k,35.000 VNĐ Set meal,713.0,40.0,21.4,90.1,450.5,,,,,,3165.5,143.0,,
49,3,HAP-213035,"Cơm, cháo, xôi",Cơm suất 35k,35.000 VNĐ Set meal,597.4,31.8,31.8,31.8,31.8,31.8,31.8,,,,3033.4,332.8,,
49,4,HAP-213003,"Cơm, cháo, xôi","Cơm suất (móng giò, giả cầy)",Pork trotters with fake dog meat sauce,661.5,20.0,5.8,132.3,7.2,84.2,23.9,,,,496.8,13.1,,
49,5,HAP-211026,"Cơm, cháo, xôi",Cơm suất (ba chỉ kho),Set meal (braised pork belly),849.3,34.2,25.8,120.2,322.9,3747.8,13.0,,,,762.8,89.6,,
49,6,HAP-211025,"Cơm, cháo, xôi",Cơm suất 30k,30.000 VNĐ Set meal,813.3,32.1,20.8,124.4,259.1,2086.7,19.1,,,,858.2,101.4,,
49,7,HAP-211024,"Cơm, cháo, xôi",Cơm suất (ba chỉ rang),Pork belly with rice,877.1,36.1,22.3,133.0,169.2,1923.5,182.2,,,,915.9,75.9,,
49,8,HAP-213034,"Cơm, cháo, xôi","Cơm suất (sườn, đậu, chả lá lốt)","Rice with grilled pork chop, egg roll, and fried egg",664.6,33.3,20.6,86.6,284.1,6565.5,64.2,,,,3098.0,85.9,,
49,9,HAN-122062,"Bún, cơm, xôi, cháo",Bún ốc,Snail noodle soup,878.8,72.9,22.8,95.4,47.1,542.6,43.2,,,,1994.7,34.9,,
49,10,HAN-121041,"Bún, cơm, xôi, cháo",Bún ngan Thanh Hà,Thanh Ha duck noodle soup,707.0,28.1,30.1,81.1,62.0,,,,,,773.3,4.7,,
49,11,HAN-123009,"Bún, cơm, xôi, cháo",Bún ngan,Duck noodle soup,688.6,28.8,31.3,72.8,102.4,1163.2,50.1,,,,136.6,,,
49,12,HAN-121019,"Bún, cơm, xôi, cháo",Bún đậu mắm tôm,Vermicelli with fried tofu and shrimp paste,980.6,40.1,47.5,98.1,99.0,1029.9,118.3,,,,158.9,37.5,,
49,13,HAN-121047,"Bún, cơm, xôi, cháo",Bún cá,Fish noodle soup,370.5,29.5,9.2,42.5,125.2,1427.2,85.9,,,,726.0,4.4,,
49,14,HAN-112061,Các món khác,Nộm bò khô,Dried beef salad,397.6,30.4,19.4,25.1,148.8,1143.4,67.8,,,,2522.9,133.3,,
49,15,HAN-113068,Các món khác,Nộm bò khô,Dried beef salad,349.0,30.3,18.9,13.6,67.2,797.7,47.2,,,,32.7,17.6,,
50,1,HAN-112023,Các món khác,Nem nướng (5 cái),Grilled pork rolls (5 pieces),162.0,25.0,4.3,5.8,5.4,28.4,4.5,,,,228.1,40.5,,
50,2,HAN-113074,Các món khác,Khoai tây chiên,French fries,216.1,2.7,9.4,30.1,0.6,6.9,13.7,,,,9.6,,,
50,3,HAN-113070,Các món khác,Đùi gà rán,Fried chicken thigh,287.2,14.9,21.9,7.6,12.8,57.3,3.4,,,,93.4,,,
50,4,HAN-111034,Các món khác,Cốm Huy Linh,Huy Linh young green rice,1496.0,30.5,4.0,334.5,,,,,,,,,,
50,5,HAN-112028,Các món khác,Chân gà nướng muối,Grilled chicken feet with salt,162.2,6.4,9.7,12.4,34.2,394.5,20.5,,,,174.3,,,
50,6,HAN-112025,Các món khác,Chân gà nướng mắm (5 cái),Grilled chicken feet with fish sauce (5 pieces),175.5,9.9,8.6,14.6,36.1,,,,,,1561.9,,,
50,7,HAN-112029,Các món khác,Chân gà nướng (5 cái),Grilled chicken feet (5 pieces),162.0,12.4,8.0,10.1,103.5,1199.8,9.3,,,,490.1,,,
50,8,HAN-113109,Các món khác,Chân gà nướng,Grilled chicken feet,128.2,7.0,8.9,5.1,78.7,912.9,26.8,,,,560.6,,,
50,9,HAN-113012,Các món khác,Chả cá thăng long chảo,Pan-fried Thang Long fish,782.0,54.0,17.1,103.0,346.0,4143.5,132.3,,,,2054.3,,,
50,10,HAN-113108,Các món khác,Cánh gà nướng,Grilled chicken wings,739.0,64.1,51.2,5.5,111.4,916.2,31.0,,,,554.6,,,
50,11,HAN-113022,"Chè, caramen, kem",Kem trứng,Egg ice cream,218.9,8.9,16.0,9.9,465.7,42.2,,,,,53.9,960.0,,
50,12,HAN-113084,"Chè, caramen, kem",Kem sữa dừa,Coconut milk ice cream,139.2,2.2,5.9,19.3,67.2,,,,,,42.0,,,
50,13,HAN-113082,"Chè, caramen, kem",Kem khoai môn,Taro ice cream,141.2,2.3,6.0,19.6,68.2,,,,,,42.6,,,
50,14,HAN-113081,"Chè, caramen, kem",Kem socola,Chocolate ice cream,134.9,2.2,6.0,18.1,68.8,,,,,,42.2,,,
50,15,HAN-113080,"Chè, caramen, kem",Kem sầu riêng,Durian ice cream,137.2,2.2,5.8,19.0,66.2,,,,,,41.4,,,
51,1,HAN-113085,"Chè, caramen, kem",Kem ốc quế vani,Vanilla cone ice cream,180.0,3.1,6.6,27.1,61.9,9.8,,,,,37.2,,,
51,2,HAN-113086,"Chè, caramen, kem",Kem ốc quế cacao,Cocoa cone ice cream,195.2,3.4,8.1,27.2,80.5,21.3,,,,,46.4,,,
51,3,HAN-113078,"Chè, caramen, kem",Kem đậu xanh,Mung bean ice cream,139.2,2.2,5.9,19.3,67.2,,,,,,42.0,,,
51,4,HAN-113077,"Chè, caramen, kem",Kem cốm,Young green rice ice cream,139.2,2.2,5.9,19.3,67.2,,,,,,42.0,,,
51,5,HAN-113083,"Chè, caramen, kem",Kem cacao,Cocoa ice cream,161.2,2.7,7.8,20.0,90.9,13.5,77.4,,,,,20.6,,
51,6,HAN-113039,"Chè, caramen, kem",Tào phớ truyền thống,Traditional tofu pudding,83.8,4.3,0.4,15.8,,,,,,,61.5,,,
51,7,HAP-213001,"Cơm, cháo, xôi",Cơm suất 30k,30.000 VNĐ Set meal,798.2,40.8,11.4,133.0,210.0,1115.7,34.8,,,,686.0,45.3,,
51,8,HAN-113021,"Chè, caramen, kem",Hoa quả dầm,Mixed fruit bowl,297.2,6.2,6.1,54.3,198.1,1687.7,101.8,,,,83.5,14.6,,
51,9,HAN-111013,"Chè, caramen, kem",Chè xoài,Mango sweet soup,151.9,3.1,2.3,29.7,49.2,373.8,25.8,,,,34.8,7.8,,
51,10,HAN-112038,"Chè, caramen, kem",Chè thập cẩm,Mixed sweet soup,442.0,13.3,6.2,83.3,1.1,13.5,1.2,,,,19.1,0.6,,
51,11,HAN-113076,"Chè, caramen, kem",Chè khúc bạch,Almond milk jelly dessert,284.5,8.2,13.9,31.6,51.8,22.0,21.3,,,,389.1,42.0,,
51,12,HAN-112060,"Chè, caramen, kem",Caramen,Caramen,77.4,3.7,2.9,9.1,,,,,,,,,,
51,13,HAN-112047,"Chè, caramen, kem",Caramen,Caramen,74.1,3.5,2.8,8.7,,,,,,,,,,
51,14,HAN-111008,"Chè, caramen, kem",Caramen hoa quả,Fruit caramel pudding,136.7,5.9,4.2,18.8,14.2,157.5,6.1,,,,2.3,,,
51,15,HAN-111019,Các loại bánh,Burger Cheesy,Burger Cheesy,832.6,50.2,46.4,53.5,102.3,421.5,18.1,,,,965.5,122.0,,
52,1,HAN-111018,"Burger, pizza",Burger BBQ,Burger BBQ,754.8,55.1,35.4,53.9,111.4,524.0,22.4,,,,1152.6,135.6,,
52,2,HAP-213036,"Cơm, cháo, xôi","Cơm suất (cá, trứng, thịt)","Set meal (scad fish, egg and pork belly)",799.7,41.7,36.7,75.7,494.7,5253.8,43.9,,,,3615.7,65.1,,
52,3,HAN-112053,Các loại bánh,Bánh bột lọc,Tapioca dumplings,681.0,14.5,32.8,82.0,142.3,1655.4,58.9,,,,1429.3,24.6,,
52,4,HAP-213064,"Cơm, cháo, xôi",Cơm rang thập cẩm,Fried rice with meat and vegetables,1068.1,59.2,56.5,80.6,109.7,612.2,4.4,,,,1823.6,60.8,,
52,5,HAN-111027,Các loại bánh,Bánh bột lọc,Tapioca dumplings,449.3,10.3,19.4,58.4,208.8,2157.7,46.6,,,,1116.7,16.1,,
52,6,HAN-113099,Các loại bánh,Bánh trôi tàu,Black sesame glutinous rice balls in ginger syrup,255.9,5.3,6.0,45.2,0.2,2.4,0.4,,,,5.1,0.6,,
52,7,HAN-113026,Các loại bánh,Bánh trôi,Floating rice balls,355.3,7.0,9.3,60.9,0.3,3.0,0.7,,,,6.5,0.6,,
52,8,HAN-111028,Các loại bánh,Bánh tôm (5 cái),Shrimp fritters (5 pieces),587.5,21.6,18.2,84.3,100.7,1007.3,58.9,,,,2590.6,71.1,,
52,9,HAN-113044,Các loại bánh,Bánh tôm,Shrimp fritters,558.0,20.4,19.6,75.0,79.8,920.4,28.0,,,,36.6,77.0,,
52,10,HAN-111026,Các loại bánh,Bánh tôm,Shrimp fritters,553.1,20.2,18.4,76.8,144.1,1439.5,38.7,,,,1049.6,71.5,,
52,11,HAN-113009,Các loại bánh,Bánh cuốn nhân thịt,Steamed rice rolls with minced pork filling,476.8,24.0,22.2,45.1,25.4,296.4,9.0,,,,5.7,18.0,,
52,12,HAN-111002,Các loại bánh,Bánh cuốn nóng,Hot steamed rice rolls,761.2,35.9,31.7,83.2,236.3,,,,,,1444.0,283.7,,
52,13,HAN-112019,Các loại bánh,Bánh cuốn chả bà hoành,Steamed rice rolls with pork sausage (Ba Hoanh style),762.7,26.2,31.0,94.7,55.1,644.5,47.7,,,,2496.2,,,
52,14,HAN-113053,Các loại bánh,Bánh cuốn,Steamed rice rolls,444.8,13.8,21.0,50.1,8.1,89.6,18.1,,,,684.8,20.3,,
52,15,HAN-113035,Các loại bánh,Bánh mỳ sốt vang,Red wine beef stew baguette,527.7,46.6,21.9,36.0,45.6,488.9,19.4,,,,5.7,,,
53,1,HAN-113028,Các loại bánh,Bánh mỳ pate trứng chả,"Pâté, egg, and pork sausage baguette",359.5,20.1,11.3,44.5,712.0,180.7,14.3,,,,388.0,275.8,,
53,2,HAN-113029,Các loại bánh,Bánh mỳ pate trứng,Pâté and egg baguette,351.5,20.3,10.7,43.5,716.2,334.5,8.7,,,,556.7,274.0,,
53,3,HAN-113030,Các loại bánh,Bánh mỳ gà quay,Roasted chicken baguette,358.6,22.5,12.1,39.9,91.5,471.4,10.2,,,,92.3,,,
53,4,HAN-111003,Các loại bánh,Bánh mỳ bít tết,Steak baguette,997.0,47.3,43.0,105.2,842.0,292.7,35.7,,,,785.2,423.8,,
53,5,HAN-112048,Các loại bánh,Bánh mì thập cẩm,Mixed Vietnamese baguette,678.8,30.6,40.5,48.1,775.3,27.4,1.4,,,,173.4,159.3,,
53,6,HAP-211049,"Cơm, cháo, xôi",Cơm rang thập cẩm,Fried rice with meat and vegetables,836.1,41.3,40.1,77.5,208.1,1035.2,3.8,,,,145.2,498.9,,
53,7,HAP-211059,"Cơm, cháo, xôi",Cơm rang dưa bò,Fried rice with beef and pickles,675.5,33.8,27.9,72.3,127.0,115.0,7.1,,,,30.1,27.4,,
53,8,HAP-211053,"Cơm, cháo, xôi",Cháo trai sườn,Rice congee with mussel and pork rib meat,339.0,14.1,11.8,44.1,6.6,1.1,3.6,,,,124.0,21.6,,
53,9,HAP-211084,"Cơm, cháo, xôi",Cháo sườn,Pork bone congee,574.7,29.6,255.0,56.7,3.7,44.6,4.6,62.3,,,87.0,88.0,41.0,
53,10,HAP-213010,"Cơm, cháo, xôi",Cháo lòng,Pork organ congee,257.9,21.9,10.0,20.1,747.4,150.4,11.0,,,,494.1,119.8,,
53,11,HAP-211081,"Cơm, cháo, xôi",Cháo lòng,Pork organ congee,291.1,21.7,12.7,22.5,1335.4,721.4,32.5,,,,1631.9,132.8,,
53,12,HAP-211047,"Cơm, cháo, xôi",Cháo lòng,Pork organ congee,500.2,36.7,25.0,32.1,869.5,294.7,11.7,,,,168.4,194.2,,
53,13,HAP-213082,"Cơm, cháo, xôi",Cháo khoái,Rice and spinach porridge with mung bean patse,195.7,8.2,5.9,27.4,4.0,48.0,2.5,,,,12.1,10.4,,
53,14,HAP-211069,"Cơm, cháo, xôi",Cháo gà,Chicken congee,375.9,26.1,4.6,57.6,31.6,278.7,10.1,,,,18.7,0.0,,
53,15,HAN-211023,"Cơm, cháo, xôi",Cháo ếch,Frog congee,571.8,66.2,4.4,66.8,102.8,784.7,34.7,,,,1041.0,154.0,,
54,1,HAP-211048,"Cơm, cháo, xôi",Cháo đỗ xanh,Mung bean congee,244.6,3.8,0.6,56.0,0.0,0.0,0.0,,,,1.8,0.0,,
54,2,HAP-213021,"Cơm, cháo, xôi",Cháo lươn cay,Spicy eel porridge,174.1,7.1,3.1,29.5,300.4,110.9,3.5,,,,12.5,26.5,,
54,3,HAN-113088,"Cơm, cháo, xôi",Xôi xéo,Sticky rice with mung bean,723.9,18.8,29.1,96.6,0.5,6.3,2.1,,,,193.6,25.3,,
54,4,HAN-113058,"Cơm, cháo, xôi",Xôi xéo,Sticky rice with mung bean,588.0,15.4,9.3,110.7,2.4,29.0,3.6,,,,10.7,0.0,,
54,5,HAN-113018,"Cơm, cháo, xôi",Xôi chè bà cốt,Ms.Cot's Sticky rice with sweet soup,476.8,15.2,2.6,98.1,0.7,8.7,1.2,,,,310.4,0.0,,
54,6,HAN-113007,"Cơm, cháo, xôi",Cháo trai,Clam rice porridge,498.0,27.7,17.2,58.1,162.3,48.8,4.1,,,,259.6,87.4,,
54,7,HAN-112051,"Cơm, cháo, xôi",Cháo trai,Clam rice porridge,383.5,17.0,12.7,50.4,126.2,2.1,3.1,,,,215.5,51.7,,
54,8,HAN-112021,"Cơm, cháo, xôi",Cháo tim,Heart congee,327.2,16.3,4.3,55.7,41.2,422.3,7.4,,,,53.0,88.4,,
54,9,HAN-113014,"Cơm, cháo, xôi",Cháo sườn sụn,Rice congee with pork cartilage,420.1,25.0,17.7,40.3,4.5,53.5,2.3,,,,347.3,43.6,,
54,10,HAN-113006,"Cơm, cháo, xôi",Cháo sườn lợn,Pork rib congee,458.1,20.2,18.1,53.6,4.1,48.8,2.1,,,,159.5,31.2,,
54,11,HAN-113015,"Cơm, cháo, xôi",Cháo sườn,Pork bone congee,358.6,18.6,13.7,40.2,4.4,53.3,2.3,,,,308.2,21.6,,
